Document samples/pg2701.txt
feiertage 1 0.477121
putzt 2 0.954243
nheit 2 0.954243
spazirgang 1 0.477121
utigam 1 0.477121
rgers 1 0.477121
fluchen 1 0.477121
kneipt 1 0.477121
fuchs 1 0.477121
rasender 1 0.477121
gretchen 35 16.6992
puck 4 1.90849
gier 2 0.954243
pfaff 1 0.477121
kriegt 2 0.954243
gebetbuch 1 0.477121
riecht 1 0.477121
ungerechtes 2 0.954243
bef 1 0.477121
hlung 1 0.477121
zehrt 1 0.477121
release 1 0
margretlein 1 0.477121
gottlos 1 0.477121
magen 1 0.477121
kirch 1 0.477121
scheinen 3 1.43136
imposed 1 0
jud 1 0.477121
strich 1 0.477121
geisterwelt 1 0.477121
nachgestellt 1 0.477121
magnet 1 0.176091
ahnden 1 0.477121
ring 4 0
pfifferling 1 0.477121
korb 1 0.477121
feinde 1 0.477121
erbaut 1 0.477121
verworren 1 0.477121
herangekrochen 1 0.477121
bein 1 0.477121
liebchens 3 1.43136
geschmeid 2 0.954243
buhlen 1 0.477121
verzeiht 7 3.33985
gn 3 1.43136
nenne 2 0.954243
verliebter 1 0.477121
schnelle 3 1.43136
stracks 1 0.477121
weint 1 0.477121
ebenholz 1 0.477121
nachmittage 1 0.477121
within 4 0
reicher 1 0.477121
gassen 2 0.954243
spazier 1 0.477121
eher 1 0.477121
spiegelglas 1 0.477121
ucht 2 0.954243
kettchen 1 0.477121
konnte 6 2.86273
vergess 1 0.477121
schranken 1 0.477121
vorh 1 0.477121
zier 1 0.477121
guckend 1 0.477121
durchstochen 1 0.477121
gem 5 0
erbeten 1 0.477121
margareten 1 0.477121
schwerdlein 1 0.477121
besuch 2 0.954243
hennings 1 0.477121
genommen 1 0.477121
denk 1 0.477121
finde 6 2.86273
herauszuheben 1 0.477121
vergehn 1 0.477121
zweyter 2 0.954243
scharf 1 0.477121
freut 1 0.477121
schneck 1 0.477121
verlange 1 0.477121
frohere 1 0.477121
nennst 3 1.43136
hoffe 2 0.954243
vergeh 1 0.477121
verzweifelt 2 0.954243
traurige 1 0.477121
verlust 1 0.477121
antonius 1 0.477121
ruhebette 1 0.477121
dreyhundert 2 0.954243
tausendfach 1 0.477121
returns 1 0
vers 2 0.352183
simplicitas 1 0.477121
spricht 5 2.38561
milch 1 0.477121
chinn 1 0.477121
gegangen 3 1.43136
messen 1 0.477121
leer 1 0.477121
abgesponnen 1 0.477121
schaust 1 0.477121
ckels 1 0.477121
namensdauer 1 0.477121
gekreutzigt 1 0.477121
spart 1 0.477121
bettelt 1 0.477121
valentin 11 5.24833
fischen 1 0.477121
strecke 1 0.477121
newsletter 1 0
bereute 1 0.477121
requiem 1 0.176091
revidiren 1 0.477121
galan 1 0.477121
profan 1 0.477121
nntest 1 0.477121
years 1 0
himmelsgaben 1 0.477121
sterbebette 1 0.477121
herzens 2 0.954243
mist 1 0
fr 19 3.34573
halbgefaultem 1 0.477121
sind 78 37.2155
irren 3 1.43136
fand 1 0.477121
hassen 1 0.477121
cease 1 0
whom 1 0
vergeben 1 0.477121
verst 2 0.954243
meinetwillen 1 0.477121
old 2 0
allerweit 1 0.477121
tzens 1 0.477121
malta 1 0.477121
betet 1 0.477121
schein 7 3.33985
sprudelnd 1 0.477121
nstig 2 0.954243
rkisch 1 0.477121
fing 1 0.176091
hrte 2 0.954243
empfing 1 0.477121
da 228 0
wohlgemess 1 0.477121
hexenelement 1 0.477121
winde 1 0.477121
nahm 2 0.954243
ss 1 0.477121
napel 1 0.477121
spazirte 1 0.477121
rte 2 0.954243
irdisch 1 0.477121
elend 8 3.81697
ndlich 2 0.954243
hindern 1 0.477121
visirte 1 0.477121
liebte 2 0.954243
gek 2 0.954243
allzuviele 1 0.477121
same 1 0
predigend 1 0.477121
rfelspiel 1 0.477121
ungef 2 0.954243
may 15 0
nachgesehen 1 0.477121
beding 1 0.477121
scherzen 3 1.43136
silberbach 1 0.477121
fort 34 5.9871
hielte 1 0.477121
zeugni 3 1.43136
wann 1 0.477121
jammertagen 1 0.477121
wochenbl 1 0.477121
zweyer 1 0.477121
nimmer 4 1.90849
medium 5 0
zeugen 1 0.477121
allerwegs 1 0.477121
richter 1 0.477121
wehren 1 0.477121
kenne 3 1.43136
jungfrau 1 0.176091
erweis 1 0.477121
nige 1 0.477121
mehpistopheles 1 0.477121
medicin 3 1.43136
rdern 1 0.477121
kurzer 1 0.477121
marthen 1 0.477121
ehherrn 1 0.477121
flammen 4 1.90849
ausgereckte 1 0.477121
sancta 1 0.477121
werde 7 3.33985
bezeugt 1 0.477121
erstemal 1 0.477121
frecher 1 0.477121
spiegel 6 2.86273
synonymous 1 0
seelenlieb 1 0.477121
ewiger 1 0.477121
greife 1 0.477121
gluth 2 0.954243
genspiel 1 0.477121
werther 1 0.477121
zunge 2 0.954243
reisender 3 1.43136
provision 1 0
rlieb 1 0.477121
verlaub 1 0.477121
unterh 1 0.477121
genau 5 2.38561
mmt 1 0.477121
buchhandlung 1 0.477121
lflichen 1 0.477121
hagestolz 2 0.954243
textauszeichnungen 1 0.477121
reiche 2 0.954243
freunde 1 0.477121
hastig 1 0.477121
interessirt 1 0.477121
himmeln 1 0.477121
eitelkeit 1 0.477121
erkennt 1 0.477121
berdrang 1 0.477121
demuth 1 0.477121
tragen 9 4.29409
liebevoll 1 0.477121
fegen 1 0.477121
stricken 1 0
bern 1 0.477121
hm 1 0.477121
verbirgst 1 0.477121
vaters 1 0.477121
mord 1 0.477121
rmchen 1 0.477121
gehangen 2 0.954243
erzog 1 0.477121
leicht 11 5.24833
reinste 1 0.477121
durfte 1 0.477121
trunken 1 0.477121
treatment 1 0
funkenw 1 0.477121
befrey 1 0.477121
fliege 2 0.954243
berlustiger 1 0.477121
nzelnd 1 0.477121
kammer 3 1.43136
himmelsenge 1 0.477121
waschtrog 1 0.477121
markt 1 0.477121
schwerlich 1 0.477121
eures 2 0.954243
bereitet 2 0.954243
eng 4 0.704365
irgendwo 1 0.477121
vermaledeyt 1 0.477121
sprichwort 1 0.477121
beinen 1 0.477121
perlen 1 0.477121
steh 6 2.86273
wege 3 1.43136
dilettanten 2 0.954243
aufgenommen 1 0.477121
erstickt 1 0.477121
versteh 1 0.477121
kanntest 1 0.477121
stehen 6 2.86273
schlug 2 0.954243
frechheit 1 0.477121
ndiges 1 0.477121
verm 2 0.954243
splittern 1 0.477121
form 4 0
begonnte 1 0.477121
ton 4 0.704365
strau 1 0.477121
murmelt 1 0.477121
ausrupfend 1 0.477121
dergleichen 1 0.477121
holder 5 0
herzenssto 1 0.477121
feuerleitern 1 0.477121
soviel 1 0.477121
befreyen 2 0.954243
ringsum 2 0.954243
rennt 1 0.477121
ausspruch 1 0.477121
unaussprechlich 1 0.477121
law 7 0
herze 1 0.477121
kommend 1 0.477121
nachbarn 1 0.477121
alternate 1 0
rchen 4 1.90849
muthwill 1 0.477121
betrifft 3 1.43136
gange 3 1.43136
fingerspitze 1 0.477121
guckt 2 0.954243
tausendf 2 0.954243
eise 1 0.477121
gruft 1 0.477121
ritze 1 0.477121
treff 1 0.477121
fassend 2 0.954243
stampfend 1 0.477121
unwissend 1 0.477121
erkennst 3 1.43136
gabst 5 2.38561
das 398 70.0843
nnest 1 0.477121
hrst 2 0.954243
erstaunen 2 0.954243
lehrst 1 0.477121
busch 2 0.954243
tiefe 7 3.33985
walde 1 0.477121
braus 2 0.954243
bermorgen 1 0.477121
knarrt 1 0.477121
ausgebreitet 1 0.477121
quetschend 1 0.477121
streift 1 0.477121
armes 4 1.90849
dumpf 1 0.477121
hold 2 0
donnert 1 0.477121
paragraph 11 0
sichern 2 0.954243
ffnen 2 0.954243
nftigend 1 0.477121
betrachtung 1 0.477121
standsgeb 1 0.477121
those 1 0
frech 1 0.477121
zagt 1 0.477121
rdigtest 1 0.477121
preisen 1 0.477121
facht 1 0.477121
bedien 1 0.477121
furchtsam 3 1.43136
wildes 1 0.477121
ttest 1 0.477121
barsch 1 0.477121
llenpein 1 0.477121
unterweil 1 0.477121
enn 1 0.477121
abspazirt 1 0.477121
durchgetanzt 1 0.477121
manche 9 4.29409
felsenritzen 1 0.477121
versitzen 1 0.477121
upon 2 0
glaubt 1 0.477121
tollheit 2 0.954243
moos 2 0.954243
betrog 1 0.477121
irrlicht 5 2.38561
allhier 1 0.477121
triefendem 1 0.477121
gestein 1 0.477121
wandel 1 0.477121
schnelligkeit 1 0.477121
flor 2 0.954243
oede 1 0.477121
wonniglich 1 0.477121
ahndungsdrang 1 0.477121
wandlen 1 0.477121
intuition 1 0.477121
required 1 0
abgetrieben 1 0.477121
wild 1 0
zufrieden 2 0.954243
graus 1 0.477121
dadrinne 1 0.477121
berm 1 0.477121
guten 12 5.72546
bergeflossen 1 0.477121
bester 2 0.954243
rauft 1 0.477121
schnee 2 0.954243
gegossen 1 0.477121
caressiren 1 0.477121
anstatt 1 0.477121
auszuleeren 1 0.477121
elektronische 1 0.477121
munter 1 0.477121
ausgeweint 1 0.477121
fange 1 0.477121
aerndetag 1 0.477121
verruchter 1 0.477121
begier 1 0.477121
seyst 1 0.477121
wechselseitig 1 0.477121
entfloh 1 0.477121
unn 1 0.477121
unbekannte 1 0.477121
zwillingspaar 1 0.477121
rosen 1 0.477121
bekannten 1 0.477121
weidet 2 0.954243
bub 1 0.477121
erkannte 1 0.477121
himmelsfreud 1 0.477121
unmensch 1 0.477121
begierig 1 0.477121
belebten 1 0.477121
untergraben 1 0.477121
hilf 2 0.954243
siedet 2 0.954243
gretchens 3 1.43136
ehrenkranz 1 0.477121
cheln 1 0.477121
zauberflu 1 0.477121
versprich 1 0.477121
plagen 6 2.86273
hlst 2 0.954243
salbe 1 0.477121
donner 1 0.477121
gegossnen 1 0.477121
sacramente 1 0.477121
tapfer 2 0.954243
glaubst 3 1.43136
priester 1 0.477121
possessed 1 0
spott 2 0.954243
reich 6 2.86273
allerhalter 1 0.477121
pianissimo 1 0.477121
aug 1 0.477121
ewigem 1 0.477121
sichtbar 1 0.477121
name 2 0
sprache 1 0.477121
schief 1 0.477121
christenthum 1 0.477121
mind 1 0
files 1 0
widrig 1 0.477121
brey 3 1.43136
scheust 1 0.477121
geschlo 1 0.477121
liebeshuld 1 0.477121
gespaltnen 1 0.477121
puppe 1 0.477121
rcht 1 0.477121
sten 7 3.33985
rippen 1 0.477121
sehne 1 0.477121
unrecht 1 0.477121
uze 1 0.477121
have 8 0
ttisch 1 0.477121
schn 2 0.954243
zwinger 1 0.477121
gerichtet 1 0.477121
antipathie 1 0.477121
alleine 2 0.954243
knarren 1 0.477121
rden 2 0.954243
umh 1 0.477121
sonne 6 2.86273
hoffentlich 1 0.477121
hypertext 1 0
vielem 1 0.477121
grasaff 1 0.477121
claim 1 0
spitzen 1 0.477121
katechisirt 1 0.477121
seltsam 1 0.477121
ungeheuer 2 0.954243
allerderbsten 1 0.477121
orten 2 0.954243
sinnlicher 1 0.477121
gdelein 1 0.477121
gott 36 17.1764
hret 1 0.477121
berla 1 0.477121
spottgeburt 1 0.477121
dreck 1 0.477121
weissagt 1 0.477121
lieschen 8 3.81697
llenbrut 1 0.477121
i 1 0
ergangen 1 0.477121
lfte 1 0.477121
dorf 1 0.477121
mitte 1 0.477121
curtesirt 1 0.477121
geschenke 2 0.954243
network 1 0
gekos 1 0.477121
geschleck 1 0.477121
mchen 1 0.477121
auszusp 2 0.954243
nachts 1 0.477121
versank 1 0.477121
nzel 1 0.477121
verbrechen 1 0.477121
gdlein 2 0.954243
blo 2 0.954243
flammenqualen 1 0.477121
eigner 5 2.38561
mater 1 0.477121
dolorosa 1 0.477121
rede 2 0.954243
blumenkr 1 0.477121
davor 1 0.477121
geliebtes 1 0.477121
seufzer 1 0.477121
gleiten 1 0.477121
schickst 1 0.477121
echten 1 0.477121
wehe 1 0.477121
abgeschlagen 1 0.477121
zerbricht 1 0.477121
musik 1 0.477121
rette 7 3.33985
schwadroniren 1 0.477121
felsensee 1 0.477121
leute 5 2.38561
gretel 1 0.477121
kling 1 0.477121
auszuraufen 1 0.477121
unprotected 1 0
beschimpfen 1 0.477121
c 4 0
sich 264 46.4881
schuldner 1 0.477121
haben 26 12.4052
felle 1 0.477121
mmert 3 1.43136
tzlein 1 0.477121
leis 1 0.477121
walpurgisnacht 3 1.43136
handwerksbursche 1 0.477121
dorthinten 1 0.477121
kesselchen 1 0.477121
individual 4 0
schielte 1 0.477121
neulich 1 0.477121
dampfe 1 0.477121
wenthaler 1 0.477121
gespenst 3 1.43136
wahres 2 0.954243
oberon 3 1.43136
sing 1 0
moralisch 1 0.477121
zither 2 0.954243
machst 4 1.90849
erhoben 1 0.477121
instrument 1 0.176091
verworfnes 1 0.477121
hem 1 0.176091
tagesblicke 1 0.477121
dinger 1 0.477121
liebeswuth 1 0.477121
brig 2 0.352183
equipment 3 0
vermaledeyter 1 0.477121
rattenf 1 0.477121
riesenfichte 1 0.477121
schedelspalten 1 0.477121
additions 1 0
gewichen 1 0.477121
ahndungsvoll 2 0.954243
flederwisch 1 0.477121
raschelt 1 0.477121
allow 1 0
parire 2 0.954243
abzufinden 1 0.477121
entflohn 1 0.477121
sterbe 1 0.477121
lder 2 0.954243
gebrochen 1 0.477121
belogen 1 0.477121
heult 1 0.477121
ketten 4 1.90849
fehlts 1 0.477121
klagt 1 0.477121
kl 1 0.176091
tageslicht 1 0.477121
klirren 1 0.477121
kater 5 2.38561
costs 2 0
rgersleut 1 0.477121
angesteckten 1 0.477121
leichen 1 0.477121
metze 1 0.477121
seitab 1 0.477121
nden 9 4.29409
verzagen 1 0.477121
altar 2 0.352183
ei 2 0.954243
finstre 1 0.477121
nahmen 4 1.90849
change 1 0
pel 1 0.477121
strung 1 0.176091
zerstreuungen 1 0.477121
laden 2 0
beschweret 1 0.477121
sprachst 1 0.477121
titanias 1 0.477121
schwersten 1 0.477121
wandelt 2 0.954243
stirbt 1 0.477121
mehr 38 18.1306
kaiser 1 0.477121
trat 1 0.477121
lalltest 1 0.477121
berschlief 1 0.477121
quillend 1 0.477121
ngstet 1 0.477121
orgelton 1 0.477121
posaune 1 0.477121
hof 2 0.954243
aschenruh 1 0.477121
aufgeschaffen 1 0.477121
galanten 1 0.477121
bebt 1 0.477121
versetzte 1 0.477121
judex 1 0.477121
apply 1 0
solvet 1 0.477121
herrn 27 12.8823
data 1 0
begraben 3 1.43136
thliche 1 0.477121
cum 2 0.954243
quidquid 1 0.477121
adparebit 1 0.477121
scheibe 1 0.477121
verschafft 1 0.477121
sperrung 1 0.477121
pfeiler 1 0.477121
schall 1 0.477121
tunc 2 0.954243
kniee 1 0.477121
discontinue 1 0
beneidet 1 0.477121
dicturus 2 0.954243
rogaturus 1 0.477121
gedeihen 2 0.954243
securus 1 0.477121
ohnmacht 1 0.477121
harzgebirg 1 0.477121
zugelaufen 1 0.477121
schirke 1 0.477121
verlangst 1 0.477121
verlierst 1 0.477121
scene 1 0.176091
labyrinth 1 0.176091
hinzuschleichen 1 0.477121
ersteigen 1 0.477121
hling 1 0.477121
birken 1 0.477121
monds 1 0.477121
kinderspiele 1 0.477121
lodern 1 0.477121
nachzuahmen 1 0.477121
teufels 1 0.477121
bestandet 1 0.477121
weisen 1 0.477121
wechselgesang 1 0.477121
hemmt 2 0.954243
klippen 1 0.477121
schnarchen 1 0.477121
verr 4 1.90849
rasen 1 0.477121
ohne 14 6.6797
eilet 1 0.477121
rauben 2 0.954243
bach 2 0.954243
liebesklage 1 0.477121
herbey 7 3.33985
ha 7 1.23264
himmelstage 1 0.477121
hallet 1 0.477121
entschlafen 1 0.477121
kauz 1 0.477121
kibitz 1 0.477121
allem 8 3.81697
gestr 1 0.176091
gnadenpforte 1 0.477121
uche 2 0.954243
dicke 1 0.477121
wurzeln 2 0.954243
versprechen 1 0.477121
prangt 1 0.477121
ren 44 0
schlangen 1 0.477121
gretelchen 1 0.477121
sande 1 0.477121
flehst 1 0.477121
included 3 0
bande 2 0.352183
befriedigung 1 0.477121
aufschlie 1 0.477121
derben 1 0.477121
trefflicher 1 0.477121
polypenfasern 1 0.477121
tanzen 1 0.477121
manches 3 1.43136
redlichkeit 1 0.477121
meine 44 20.9933
verwirrenden 1 0.477121
handwerk 1 0.477121
mehren 1 0.477121
zipfel 2 0.954243
mittelgipfel 1 0.477121
glimmert 1 0.477121
gesang 8 3.81697
sonnen 1 0.477121
morgenr 1 0.477121
thlich 1 0.477121
schwaden 1 0.477121
zarter 1 0.477121
ecke 1 0.477121
funken 1 0.477121
nacken 2 0.954243
zwingt 2 0.954243
felsens 1 0.477121
unbedeutenheit 1 0.477121
packen 2 0.954243
sohlen 1 0.477121
rfle 1 0.477121
verdichtet 1 0.477121
kracht 1 0.477121
erholte 1 0.477121
aufgescheucht 1 0.477121
entfliehe 1 0.477121
girren 1 0.477121
krachen 1 0.477121
stoff 1 0.477121
entlang 1 0.477121
ste 8 3.81697
urian 1 0.477121
farzt 1 0.477121
stinckt 1 0.477121
formats 1 0
appearing 1 0
reitet 1 0.477121
mutterschwein 1 0.477121
nest 1 0
find 9 0
fahre 1 0.477121
geschunden 1 0.477121
toller 1 0.477121
gabel 2 0.954243
schleichen 1 0.477121
schritten 2 0.954243
blank 1 0
ersezt 1 0.477121
govern 1 0
waschen 1 0.477121
lauf 8 3.81697
unfruchtbar 1 0.477121
blickst 4 1.90849
schweigt 1 0.477121
wind 2 0
lohe 1 0.477121
zauberchor 1 0.477121
feuerfunken 1 0.477121
flog 1 0.176091
rbank 1 0.477121
hexenheit 1 0.477121
brunnen 2 0.954243
zischt 1 0.477121
plappert 1 0.477121
voland 1 0.477121
satz 1 0.477121
entweichen 1 0.477121
schlupfen 1 0.477121
erstarren 1 0.477121
gehn 40 19.0849
hieselbst 1 0.477121
neige 3 1.43136
isoliren 1 0.477121
tegel 1 0.477121
muntrer 1 0.477121
wirbelrauch 1 0.477121
thsel 2 0.954243
kn 1 0.477121
hexchen 1 0.477121
sagst 1 0.477121
schwazt 1 0.477121
behende 1 0.477121
gen 36 6.33929
einzuf 1 0.477121
produziren 1 0.477121
hten 1 0.477121
incognito 1 0.477121
rad 6 1.05655
knieband 1 0.477121
empfind 1 0.477121
abide 1 0
weinstock 1 0.477121
jauchzend 2 0.954243
zeichnet 1 0.477121
abgerochen 1 0.477121
ugn 1 0.477121
unendlichen 2 0.954243
kommandirt 1 0.477121
werber 1 0.477121
himmelreich 1 0.477121
nationen 1 0.477121
pflug 1 0.477121
allzuweit 1 0.477121
feuerwagen 1 0.477121
liable 1 0
west 2 0
rumpelkammer 1 0.477121
lobe 1 0.477121
indemnity 1 0
walpurgisnachtstraum 1 0.477121
erhalten 1 0.477121
wollten 1 0.477121
autor 1 0.477121
hinterlie 1 0.477121
kr 19 9.0653
klugem 1 0.477121
inhalt 1 0.477121
spinnrade 1 0.477121
ersteige 1 0.477121
waaren 1 0.477121
dahier 1 0.477121
hinausgewiesen 1 0.477121
kelch 1 0.477121
aufzuziehn 1 0.477121
seifenblase 1 0.477121
gesunden 1 0.477121
donnerschlags 1 0.477121
verzehrend 1 0.477121
hinterr 1 0.477121
ohrring 1 0.477121
cks 1 0.477121
vergesse 1 0.477121
mpfen 1 0.477121
schieben 1 0.477121
adams 1 0.477121
gesprungen 1 0.477121
weitre 1 0.477121
bursche 1 0.477121
nzten 1 0.477121
reizten 1 0.477121
denke 3 1.43136
stieg 1 0.477121
aepfelchen 1 0.477121
sorgen 4 1.90849
phrase 4 0
paradiese 1 0.477121
ungeheures 1 0.477121
gefiel 2 0.954243
biete 1 0.477121
brocktophantasmist 3 1.43136
ball 1 0.176091
abzulecken 1 0.477121
rgert 1 0.477121
wolltet 1 0.477121
aufgekl 1 0.477121
wahr 1 0.477121
teufelspack 1 0.477121
dennoch 1 0.477121
defects 1 0
by 28 0
exerziren 1 0.477121
junges 3 1.43136
soulagirt 1 0.477121
hundreds 1 0
betroffen 1 0.477121
ssest 2 0.954243
klappert 1 0.477121
adepten 1 0.477121
mitten 2 0.954243
gesange 1 0.477121
tauml 1 0.477121
sprang 1 0
treiben 4 1.90849
mephisto 1 0.477121
geboten 1 0.477121
breiter 1 0.477121
unterm 1 0.477121
perseus 1 0.176091
verlassen 2 0.954243
verderben 5 2.38561
gelchen 2 0.954243
kindern 3 1.43136
prater 1 0.477121
servibilis 1 0.477121
dilettant 1 0.477121
heilge 1 0.477121
freuten 1 0.477121
blutstuhl 1 0.477121
dilettirt 1 0.477121
vorhang 1 0.477121
frost 1 0
dudelsack 1 0.477121
intermezzo 1 0.477121
kund 2 0.954243
miedings 1 0.477121
wackre 1 0.477121
erz 3 1.43136
feuchtes 1 0.477121
blickend 1 0.477121
golden 2 0
funfzig 1 0.477121
verbunden 1 0.477121
fratzen 1 0.477121
ebbet 1 0.477121
harte 1 0.477121
gatten 1 0.477121
fortissimo 1 0.477121
diensten 2 0.954243
toback 1 0.477121
ckennas 3 1.43136
grill 3 1.43136
solo 1 0.176091
schneckeschnickeschnack 1 0.477121
gedichtchen 1 0.477121
honigthau 1 0.477121
orthodox 1 0.176091
bereite 1 0.477121
purist 1 0.477121
eulen 1 0.477121
hexenheer 2 0.954243
hans 3 1.43136
puder 1 0.477121
derbes 1 0.477121
leibchen 1 0.477121
hnter 1 0.477121
fegefeuer 1 0.477121
matrone 1 0.477121
maulen 1 0.477121
zart 1 0.477121
capellmeister 2 0.954243
but 4 0
identify 1 0
verwegnen 1 0.477121
tacte 1 0.477121
nschen 1 0.477121
junggesellen 1 0.477121
hoffnungsvollsten 1 0.477121
verschlingen 1 0.477121
burschen 1 0.477121
behendem 1 0.477121
xenien 1 0.477121
insekten 1 0.477121
munde 3 1.43136
address 1 0
scharfen 1 0.477121
scheren 1 0.477121
papa 1 0.477121
meist 1 0.477121
anzuf 1 0.477121
devant 1 0.477121
bissen 1 0.477121
gefild 1 0.477121
only 2 0
parna 1 0.477121
abgewendet 1 0.477121
registered 2 0
weltkind 1 0.477121
willkommen 1 0.477121
vehikel 1 0.477121
conventikel 1 0.477121
trommeln 1 0.477121
expend 1 0
rohr 2 0.954243
unisonen 1 0.477121
geberde 2 0.954243
lasse 2 0.954243
schreyn 1 0.477121
ngsten 1 0.477121
critik 1 0.477121
herrisch 1 0.477121
void 1 0
erstenmal 1 0.477121
supernaturalist 1 0.477121
soldat 3 1.43136
mmchen 1 0.477121
gewandten 1 0.477121
gegr 1 0.477121
pfen 2 0.954243
unbeh 1 0.477121
ungl 4 0.704365
erschranzt 1 0.477121
kriegsgeschrey 1 0.477121
performances 1 0
befohlen 1 0.477121
nackten 1 0.477121
hoffnung 7 3.33985
alteration 1 0
letztemal 1 0.477121
sternschnuppe 1 0.477121
entgegen 4 1.90849
liege 1 0.176091
tretet 1 0.477121
erzengel 2 0.954243
elephantenk 1 0.477121
meteoren 1 0.477121
plumpst 1 0.477121
rosenh 1 0.477121
wolkenzug 1 0.477121
misseth 1 0.477121
nieder 15 7.15682
terinn 1 0.477121
glockenschlag 1 0.477121
entsetzlichen 1 0.477121
thrischer 1 0.477121
verheimlicht 1 0.477121
teuflischen 2 0.954243
richtenden 1 0.477121
book 1 0
abgeschmackten 1 0.477121
wachsenden 1 0.477121
lflos 1 0.477121
unendlicher 1 0.477121
wandl 1 0.477121
wirklich 1 0.477121
lieblingsbildung 1 0.477121
trete 1 0.477121
verworfnen 1 0.477121
genugthat 1 0.477121
todesnoth 1 0.477121
much 1 0
verzeihenden 1 0.477121
einzigen 1 0.477121
nze 1 0.477121
durchf 1 0.477121
vorm 1 0.477121
euch 138 65.8427
drangen 1 0.477121
narren 1 0.477121
fletsche 1 0.477121
igen 1 0.477121
gebirgen 1 0.477121
herrlicher 1 0.477121
schandgesellen 1 0.477121
drum 17 8.11106
schmieden 1 0.477121
lichsten 1 0.477121
dressirt 1 0.477121
chers 1 0.477121
greifst 1 0.477121
entgegnenden 1 0.477121
zerschmettern 1 0.477121
indirect 1 0
bringe 1 0.477121
umschw 1 0.477121
wisse 1 0.176091
wiederkehrenden 1 0.477121
umnebeln 1 0.477121
langsam 2 0.954243
menschenhand 1 0.477121
zauberpferde 1 0.477121
entf 1 0.477121
nnen 6 2.86273
daher 1 0.477121
handeln 1 0.477121
rabenstein 1 0.477121
zauderst 1 0.477121
rchtest 1 0.477121
gert 1 0.477121
iggang 1 0.477121
incomplete 1 0
umgebracht 3 1.43136
gessen 1 0.477121
folgenderma 1 0.477121
billet 1 0.477121
schwesterlein 1 0.477121
knospe 1 0.477121
ertr 1 0.477121
one 2 0
waldv 1 0.477121
schurke 1 0.477121
gelein 1 0.477121
ahndet 1 0.477121
empfiehlt 1 0.477121
rauscht 1 0.477121
bittrer 1 0.477121
chter 1 0.477121
holst 1 0.477121
menschenloos 1 0.477121
unerkl 1 0.477121
meisten 2 0.954243
flehen 2 0.954243
herzt 1 0.477121
hrchen 1 0.477121
lebensgluth 1 0.477121
endigt 1 0.477121
deuten 1 0.477121
jammerknechtschaft 1 0.477121
gerhaus 1 0.477121
freundes 1 0.477121
frage 3 1.43136
klappen 1 0.477121
grimmigen 1 0.477121
kerkers 1 0.477121
bahn 2 0.954243
heitere 1 0.477121
fortstrebend 1 0.477121
weilest 1 0.477121
liebkosend 1 0.477121
verlernt 1 0.477121
brachte 1 0.477121
abgrunds 1 0.477121
verzeihst 1 0.477121
tausendfacher 1 0.477121
feucht 1 0.477121
wische 1 0.477121
stecke 1 0.477121
trauen 2 0.954243
vergang 1 0.477121
weihe 1 0.477121
vergangen 1 0.477121
schmiegen 1 0.477121
dahinaus 1 0.477121
ruhebett 1 0.477121
sem 1 0.477121
besinne 1 0.477121
sizt 1 0.477121
eingeteufelt 1 0.477121
sparen 1 0.477121
wackelt 1 0.477121
ckliche 1 0.477121
warst 1 0.477121
zaudern 1 0.477121
niederschreibe 1 0.477121
schaudern 1 0.477121
stufen 1 0.477121
befangen 2 0.954243
gericht 1 0.477121
bewahren 1 0.477121
innen 1 0.477121
anmerkungen 1 0.477121
wurde 1 0.477121
assistance 1 0
grundlage 1 0.477121
binary 1 0
siebel 23 10.9738
erschienenen 1 0.477121
erstausgabe 1 0.477121
erstellt 1 0.477121
empfindung 1 0.477121
text 6 0
strikt 1 0.477121
teren 1 0.477121
druckausgaben 1 0.477121
hangen 1 0.477121
eckigen 1 0.477121
given 1 0
heilgen 1 0.477121
klammern 1 0.477121
originalbuch 1 0.477121
frakturschrift 1 0.477121
bejammerte 1 0.477121
gesperrter 1 0.477121
antiquaschrift 1 0.477121
transcriber 1 0.176091
verge 1 0.477121
note 1 0
damages 4 0
has 4 0
pult 3 1.43136
derive 1 0
ern 2 0.954243
been 3 0
print 3 0
edition 2 0
published 1 0
rperlicher 1 0.477121
denoted 1 0.176091
square 1 0.176091
brackets 1 0.477121
printed 3 0
replaced 1 0.176091
replace 1 0
renamed 1 0
creating 4 0
protected 5 0
means 3 0
ergehn 1 0.477121
gef 29 5.10665
paying 3 0
dient 2 0.954243
forth 8 0
distributing 7 0
concept 2 0
used 3 0
charge 6 0
